datetime,Sigai
2023-07-01 00:00:00,0.0111644
2023-06-30 23:59:00,0.00780568
2023-06-30 23:58:00,0.00780784
2023-06-30 23:57:00,0.00780701
2023-06-30 23:56:00,0.00780718
2023-06-30 23:55:00,0.00780468
2023-06-30 23:54:00,0.00779768
2023-06-30 23:53:00,0.00779168
2023-06-30 23:52:00,0.00778768
2023-06-30 23:51:00,0.00778501
2023-06-30 23:50:00,0.00777468
2023-06-30 23:49:00,0.00776934
2023-06-30 23:48:00,0.00776968
2023-06-30 23:47:00,0.00776884
2023-06-30 23:46:00,0.00776834
2023-06-30 23:45:00,0.00776801
2023-06-30 23:44:00,0.00776168
2023-06-30 23:43:00,0.00775518
2023-06-30 23:42:00,0.00774734
2023-06-30 23:41:00,0.00773734
2023-06-30 23:40:00,0.00772984
2023-06-30 23:39:00,0.00772951
2023-06-30 23:38:00,0.00773201
2023-06-30 23:37:00,0.00773318
2023-06-30 23:36:00,0.00773218
2023-06-30 23:35:00,0.00773234
2023-06-30 23:34:00,0.00772751
2023-06-30 23:33:00,0.00772501
2023-06-30 23:32:00,0.00772084
2023-06-30 23:31:00,0.00771334
2023-06-30 23:30:00,0.00770734
2023-06-30 23:29:00,0.00769884
2023-06-30 23:28:00,0.00769468
2023-06-30 23:27:00,0.00768701
2023-06-30 23:26:00,0.00767984
2023-06-30 23:25:00,0.00767018
2023-06-30 23:24:00,0.00766368
2023-06-30 23:23:00,0.00765684
2023-06-30 23:22:00,0.00765534
2023-06-30 23:21:00,0.00765534
2023-06-30 23:20:00,0.00765451
2023-06-30 23:19:00,0.00765218
2023-06-30 23:18:00,0.00765234
2023-06-30 23:17:00,0.00765134
2023-06-30 23:16:00,0.00765018
2023-06-30 23:15:00,0.00764918
2023-06-30 23:14:00,0.00765001
2023-06-30 23:13:00,0.00764968
2023-06-30 23:12:00,0.00764801
2023-06-30 23:11:00,0.00764584
2023-06-30 23:10:00,0.00764368
2023-06-30 23:09:00,0.00764301
2023-06-30 23:08:00,0.00764418
2023-06-30 23:07:00,0.00764551
2023-06-30 23:06:00,0.00764568
2023-06-30 23:05:00,0.00764268
2023-06-30 23:04:00,0.00764068
2023-06-30 23:03:00,0.00764368
2023-06-30 23:02:00,0.00764368
2023-06-30 23:01:00,0.00764584
2023-06-30 23:00:00,0.00765184
2023-06-30 22:59:00,0.00765334
2023-06-30 22:58:00,0.00765484
2023-06-30 22:57:00,0.00765951
2023-06-30 22:56:00,0.00766351
2023-06-30 22:55:00,0.00766701
2023-06-30 22:54:00,0.00767018
2023-06-30 22:53:00,0.00767184
2023-06-30 22:52:00,0.00767718
2023-06-30 22:51:00,0.00768151
2023-06-30 22:50:00,0.00768701
2023-06-30 22:49:00,0.00769584
2023-06-30 22:48:00,0.00770034
2023-06-30 22:47:00,0.00770618
2023-06-30 22:46:00,0.00770918
2023-06-30 22:45:00,0.00771351
2023-06-30 22:44:00,0.00772001
2023-06-30 22:43:00,0.00772851
2023-06-30 22:42:00,0.00773001
2023-06-30 22:41:00,0.00773084
2023-06-30 22:40:00,0.00773351
2023-06-30 22:39:00,0.00773384
2023-06-30 22:38:00,0.00773751
2023-06-30 22:37:00,0.00773601
2023-06-30 22:36:00,0.00773451
2023-06-30 22:35:00,0.00773384
2023-06-30 22:34:00,0.00773834
2023-06-30 22:33:00,0.00773851
2023-06-30 22:32:00,0.00774051
2023-06-30 22:31:00,0.00773634
2023-06-30 22:30:00,0.00773134
2023-06-30 22:29:00,0.00772518
2023-06-30 22:28:00,0.00772451
2023-06-30 22:27:00,0.00772401
2023-06-30 22:26:00,0.00772601
2023-06-30 22:25:00,0.00772801
2023-06-30 22:24:00,0.00772668
2023-06-30 22:23:00,0.00772501
2023-06-30 22:22:00,0.00772751
2023-06-30 22:21:00,0.00772701
2023-06-30 22:20:00,0.00772534
2023-06-30 22:19:00,0.00772734
2023-06-30 22:18:00,0.00772734
2023-06-30 22:17:00,0.00772768
2023-06-30 22:16:00,0.00773168
2023-06-30 22:15:00,0.00772868
2023-06-30 22:14:00,0.00773218
2023-06-30 22:13:00,0.00773301
2023-06-30 22:12:00,0.00772984
2023-06-30 22:11:00,0.00772684
2023-06-30 22:10:00,0.00772334
2023-06-30 22:09:00,0.00772418
2023-06-30 22:08:00,0.00772218
2023-06-30 22:07:00,0.00771718
2023-06-30 22:06:00,0.00772001
2023-06-30 22:05:00,0.00771384
2023-06-30 22:04:00,0.00771034
2023-06-30 22:03:00,0.00770534
2023-06-30 22:02:00,0.00769718
2023-06-30 22:01:00,0.00768668
2023-06-30 22:00:00,0.00767484
2023-06-30 21:59:00,0.00767451
2023-06-30 21:58:00,0.00766234
2023-06-30 21:57:00,0.00765084
2023-06-30 21:56:00,0.00763584
2023-06-30 21:55:00,0.00761468
2023-06-30 21:54:00,0.00759984
2023-06-30 21:53:00,0.00758984
2023-06-30 21:52:00,0.00757734
2023-06-30 21:51:00,0.00755951
2023-06-30 21:50:00,0.00755218
2023-06-30 21:49:00,0.00753634
2023-06-30 21:48:00,0.00753584
2023-06-30 21:47:00,0.00752318
2023-06-30 21:46:00,0.00750184
2023-06-30 21:45:00,0.00751718
2023-06-30 21:44:00,0.00751734
2023-06-30 21:43:00,0.00751868
2023-06-30 21:42:00,0.00751851
2023-06-30 21:41:00,0.00751484
2023-06-30 21:40:00,0.00750368
2023-06-30 21:39:00,0.00751034
2023-06-30 21:38:00,0.00750034
2023-06-30 21:37:00,0.00749651
2023-06-30 21:36:00,0.00751851
2023-06-30 21:35:00,0.00751801
2023-06-30 21:34:00,0.00753718
2023-06-30 21:33:00,0.00755551
2023-06-30 21:32:00,0.00756184
2023-06-30 21:31:00,0.00756884
2023-06-30 21:30:00,0.00757701
2023-06-30 21:29:00,0.00758251
2023-06-30 21:28:00,0.00758684
2023-06-30 21:27:00,0.00759351
2023-06-30 21:26:00,0.00759718
2023-06-30 21:25:00,0.00759968
2023-06-30 21:24:00,0.00760918
2023-06-30 21:23:00,0.00761851
2023-06-30 21:22:00,0.00763134
2023-06-30 21:21:00,0.00763634
2023-06-30 21:20:00,0.00764334
2023-06-30 21:19:00,0.00765351
2023-06-30 21:18:00,0.00765901
2023-06-30 21:17:00,0.00766134
2023-06-30 21:16:00,0.00766218
2023-06-30 21:15:00,0.00766051
2023-06-30 21:14:00,0.00766251
2023-06-30 21:13:00,0.00766551
2023-06-30 21:12:00,0.00766784
2023-06-30 21:11:00,0.00767484
2023-06-30 21:10:00,0.00768051
2023-06-30 21:09:00,0.00768801
2023-06-30 21:08:00,0.00769718
2023-06-30 21:07:00,0.00770318
2023-06-30 21:06:00,0.00770834
2023-06-30 21:05:00,0.00771134
2023-06-30 21:04:00,0.00771268
2023-06-30 21:03:00,0.00771568
2023-06-30 21:02:00,0.00771451
2023-06-30 21:01:00,0.00771434
2023-06-30 21:00:00,0.00772034
2023-06-30 20:59:00,0.00772551
2023-06-30 20:58:00,0.00773001
2023-06-30 20:57:00,0.00773251
2023-06-30 20:56:00,0.00773851
2023-06-30 20:55:00,0.00774334
2023-06-30 20:54:00,0.00775151
2023-06-30 20:53:00,0.00775684
2023-06-30 20:52:00,0.00775834
2023-06-30 20:51:00,0.00776668
2023-06-30 20:50:00,0.00777551
2023-06-30 20:49:00,0.00778318
2023-06-30 20:48:00,0.00778801
2023-06-30 20:47:00,0.00778684
2023-06-30 20:46:00,0.00779484
2023-06-30 20:45:00,0.00780851
2023-06-30 20:44:00,0.00781584
2023-06-30 20:43:00,0.00782701
2023-06-30 20:42:00,0.00783434
2023-06-30 20:41:00,0.00783768
2023-06-30 20:40:00,0.00784734
2023-06-30 20:39:00,0.00785968
2023-06-30 20:38:00,0.00787051
2023-06-30 20:37:00,0.00788101
2023-06-30 20:36:00,0.00789151
2023-06-30 20:35:00,0.00789501
2023-06-30 20:34:00,0.00789901
2023-06-30 20:33:00,0.00790334
2023-06-30 20:32:00,0.00790801
2023-06-30 20:31:00,0.00791251
2023-06-30 20:30:00,0.00792168
2023-06-30 20:29:00,0.00792018
