datetime,Sigai
2024-03-01 00:00:00,0.0456887
2024-02-29 23:59:00,0.05120449
2024-02-29 23:58:00,0.05122982
2024-02-29 23:57:00,0.0512607
2024-02-29 23:56:00,0.0512577
2024-02-29 23:55:00,0.05124989
2024-02-29 23:54:00,0.05125517
2024-02-29 23:53:00,0.05125523
2024-02-29 23:52:00,0.05128139
2024-02-29 23:51:00,0.0512912
2024-02-29 23:50:00,0.05131745
2024-02-29 23:49:00,0.05129919
2024-02-29 23:48:00,0.05131853
2024-02-29 23:47:00,0.05131304
2024-02-29 23:46:00,0.0512685
2024-02-29 23:45:00,0.05123362
2024-02-29 23:44:00,0.05120329
2024-02-29 23:43:00,0.05121131
2024-02-29 23:42:00,0.05126896
2024-02-29 23:41:00,0.05131848
2024-02-29 23:40:00,0.05131805
2024-02-29 23:39:00,0.05130357
2024-02-29 23:38:00,0.05133259
2024-02-29 23:37:00,0.05134067
2024-02-29 23:36:00,0.05132293
2024-02-29 23:35:00,0.0513264
2024-02-29 23:34:00,0.05129998
2024-02-29 23:33:00,0.05133816
2024-02-29 23:32:00,0.05134473
2024-02-29 23:31:00,0.05132673
2024-02-29 23:30:00,0.05128356
2024-02-29 23:29:00,0.05123457
2024-02-29 23:28:00,0.05122584
2024-02-29 23:27:00,0.05119939
2024-02-29 23:26:00,0.05120394
2024-02-29 23:25:00,0.05116623
2024-02-29 23:24:00,0.05115496
2024-02-29 23:23:00,0.05113173
2024-02-29 23:22:00,0.05112579
2024-02-29 23:21:00,0.05113801
2024-02-29 23:20:00,0.051151
2024-02-29 23:19:00,0.05111106
2024-02-29 23:18:00,0.05109572
2024-02-29 23:17:00,0.05109881
2024-02-29 23:16:00,0.05110398
2024-02-29 23:15:00,0.05107742
2024-02-29 23:14:00,0.05107396
2024-02-29 23:13:00,0.05108861
2024-02-29 23:12:00,0.05109649
2024-02-29 23:11:00,0.0511203
2024-02-29 23:10:00,0.05111309
2024-02-29 23:09:00,0.05116736
2024-02-29 23:08:00,0.05124609
2024-02-29 23:07:00,0.05131802
2024-02-29 23:06:00,0.05128694
2024-02-29 23:05:00,0.05126447
2024-02-29 23:04:00,0.05127993
2024-02-29 23:03:00,0.05130994
2024-02-29 23:02:00,0.05130002
2024-02-29 23:01:00,0.05130251
2024-02-29 23:00:00,0.05131444
2024-02-29 22:59:00,0.05133966
2024-02-29 22:58:00,0.05134124
2024-02-29 22:57:00,0.05133917
2024-02-29 22:56:00,0.05138299
2024-02-29 22:55:00,0.05145774
2024-02-29 22:54:00,0.05152674
2024-02-29 22:53:00,0.05154013
2024-02-29 22:52:00,0.05154674
2024-02-29 22:51:00,0.05156887
2024-02-29 22:50:00,0.05160462
2024-02-29 22:49:00,0.05163931
2024-02-29 22:48:00,0.05167732
2024-02-29 22:47:00,0.05170887
2024-02-29 22:46:00,0.05178115
2024-02-29 22:45:00,0.05187721
2024-02-29 22:44:00,0.05200095
2024-02-29 22:43:00,0.05215038
2024-02-29 22:42:00,0.05228916
2024-02-29 22:41:00,0.05245876
2024-02-29 22:40:00,0.05255187
2024-02-29 22:39:00,0.05266721
2024-02-29 22:38:00,0.05280245
2024-02-29 22:37:00,0.05294516
2024-02-29 22:36:00,0.05304881
2024-02-29 22:35:00,0.05319725
2024-02-29 22:34:00,0.05328075
2024-02-29 22:33:00,0.05332715
2024-02-29 22:32:00,0.05332672
2024-02-29 22:31:00,0.05335948
2024-02-29 22:30:00,0.05341817
2024-02-29 22:29:00,0.05354475
2024-02-29 22:28:00,0.05371989
2024-02-29 22:27:00,0.05385444
2024-02-29 22:26:00,0.05394317
2024-02-29 22:25:00,0.05402055
2024-02-29 22:24:00,0.05409214
2024-02-29 22:23:00,0.05413833
2024-02-29 22:22:00,0.05427165
2024-02-29 22:21:00,0.05436039
2024-02-29 22:20:00,0.05451043
2024-02-29 22:19:00,0.05465102
2024-02-29 22:18:00,0.05475506
2024-02-29 22:17:00,0.05490794
2024-02-29 22:16:00,0.0550023
2024-02-29 22:15:00,0.05501405
2024-02-29 22:14:00,0.05505065
2024-02-29 22:13:00,0.05510414
2024-02-29 22:12:00,0.05516047
2024-02-29 22:11:00,0.05516386
2024-02-29 22:10:00,0.05520624
2024-02-29 22:09:00,0.05524296
2024-02-29 22:08:00,0.05533361
2024-02-29 22:07:00,0.05540074
2024-02-29 22:06:00,0.05546804
2024-02-29 22:05:00,0.05554126
2024-02-29 22:04:00,0.05557275
2024-02-29 22:03:00,0.05567435
2024-02-29 22:02:00,0.05572545
2024-02-29 22:01:00,0.05586114
2024-02-29 22:00:00,0.05590679
2024-02-29 21:59:00,0.05594227
2024-02-29 21:58:00,0.05600681
2024-02-29 21:57:00,0.05604742
2024-02-29 21:56:00,0.05607765
2024-02-29 21:55:00,0.05614035
2024-02-29 21:54:00,0.05618086
2024-02-29 21:53:00,0.05624104
2024-02-29 21:52:00,0.05634395
2024-02-29 21:51:00,0.05645272
2024-02-29 21:50:00,0.05654177
2024-02-29 21:49:00,0.05660777
2024-02-29 21:48:00,0.05670017
2024-02-29 21:47:00,0.05683284
2024-02-29 21:46:00,0.05700691
2024-02-29 21:45:00,0.05713083
2024-02-29 21:44:00,0.05730144
2024-02-29 21:43:00,0.05742049
2024-02-29 21:42:00,0.05754875
2024-02-29 21:41:00,0.05761547
2024-02-29 21:40:00,0.0577903
2024-02-29 21:39:00,0.05791467
2024-02-29 21:38:00,0.05801322
2024-02-29 21:37:00,0.05824342
2024-02-29 21:36:00,0.05845347
2024-02-29 21:35:00,0.05866345
2024-02-29 21:34:00,0.05887475
2024-02-29 21:33:00,0.05909647
2024-02-29 21:32:00,0.05928324
2024-02-29 21:31:00,0.05952153
2024-02-29 21:30:00,0.05974396
2024-02-29 21:29:00,0.05995789
2024-02-29 21:28:00,0.06013866
2024-02-29 21:27:00,0.06032468
2024-02-29 21:26:00,0.06050891
2024-02-29 21:25:00,0.06064112
2024-02-29 21:24:00,0.06076667
2024-02-29 21:23:00,0.06091522
2024-02-29 21:22:00,0.06112519
2024-02-29 21:21:00,0.06132939
2024-02-29 21:20:00,0.06148758
2024-02-29 21:19:00,0.06158627
2024-02-29 21:18:00,0.06176083
2024-02-29 21:17:00,0.06187708
2024-02-29 21:16:00,0.06199336
2024-02-29 21:15:00,0.06207525
2024-02-29 21:14:00,0.06221211
2024-02-29 21:13:00,0.06235456
2024-02-29 21:12:00,0.06251881
2024-02-29 21:11:00,0.0626434
2024-02-29 21:10:00,0.06291453
2024-02-29 21:09:00,0.06323536
2024-02-29 21:08:00,0.06345884
2024-02-29 21:07:00,0.06362267
2024-02-29 21:06:00,0.063869
2024-02-29 21:05:00,0.06404428
2024-02-29 21:04:00,0.06427839
2024-02-29 21:03:00,0.06444616
2024-02-29 21:02:00,0.06469727
2024-02-29 21:01:00,0.06487477
2024-02-29 21:00:00,0.06511562
2024-02-29 20:59:00,0.06532883
2024-02-29 20:58:00,0.06553727
2024-02-29 20:57:00,0.06577998
2024-02-29 20:56:00,0.06602023
2024-02-29 20:55:00,0.06629952
2024-02-29 20:54:00,0.06650309
2024-02-29 20:53:00,0.06677174
2024-02-29 20:52:00,0.06702653
2024-02-29 20:51:00,0.06729819
2024-02-29 20:50:00,0.06752237
2024-02-29 20:49:00,0.06774952
2024-02-29 20:48:00,0.06803063
2024-02-29 20:47:00,0.06828342
2024-02-29 20:46:00,0.0684328
2024-02-29 20:45:00,0.06874005
2024-02-29 20:44:00,0.06889845
